instant,atemp,casual,cnt,dteday,holiday,hr,hum,mnth,registered,season,temp,weathersit,weekday,windspeed,workingday,yr
3992,0.5758,0,3,2011-06-20,0,5,0.83,6,3,2,0.62,3,1,0.1343,1,0
66,0.2273,3,52,2011-01-03,0,20,0.47,1,49,1,0.2,1,1,0.1045,1,0
17247,0.1667,0,10,2012-12-26,0,11,0.86,12,10,1,0.2,3,3,0.4627,1,1
6687,0.5,0,5,2011-10-11,0,4,0.88,10,5,4,0.52,2,2,0.1343,1,0
3579,0.6212,15,68,2011-06-03,0,0,0.38,6,53,2,0.62,1,5,0.2836,1,0
8200,0.1667,2,223,2011-12-13,0,7,0.8,12,221,4,0.16,1,2,0.1642,1,0
832,0.2576,0,3,2011-02-07,0,2,0.8,2,3,1,0.2,1,1,0,1,0
13527,0.6818,180,522,2012-07-22,0,19,0.7,7,342,3,0.72,1,0,0.1642,0,1
5842,0.5909,26,82,2011-09-05,1,20,0.94,9,56,3,0.66,3,1,0.2537,0,0
5093,0.6212,5,19,2011-08-05,0,2,0.69,8,14,3,0.66,1,5,0,1,0
2742,0.4545,1,5,2011-04-29,0,3,0.59,4,4,2,0.46,1,5,0.0896,1,0
2725,0.5606,9,54,2011-04-28,0,10,0.88,4,45,2,0.62,2,4,0.2836,1,0
2143,0.3939,1,1,2011-04-04,0,3,0.66,4,0,2,0.38,1,1,0.2836,1,0
10175,0.2273,2,17,2012-03-05,0,0,0.44,3,15,1,0.24,1,1,0.194,1,1
12619,0.6061,36,172,2012-06-14,0,23,0.69,6,136,2,0.62,2,4,0.1642,1,1
2943,0.6212,129,373,2011-05-07,0,12,0.4,5,244,2,0.6,1,6,0.194,0,0
11757,0.4697,2,11,2012-05-10,0,1,0.88,5,9,2,0.48,2,4,0.1343,1,1
15848,0.6212,264,668,2012-10-27,0,12,0.53,10,404,4,0.6,1,6,0.2537,0,1
5811,0.7424,245,419,2011-09-04,0,13,0.62,9,174,3,0.78,2,0,0.2836,0,0
1113,0.4394,3,17,2011-02-19,0,2,0.13,2,14,1,0.44,1,6,0.3881,0,0
4933,0.8485,37,106,2011-07-29,0,10,0.42,7,69,3,0.9,1,5,0.2836,1,0
2431,0.3485,1,5,2011-04-16,0,4,0.87,4,4,2,0.36,2,6,0.2239,0,0
7281,0.303,17,89,2011-11-04,0,23,0.49,11,72,4,0.32,1,5,0.3284,1,0
3692,0.7273,64,539,2011-06-07,0,17,0.43,6,475,2,0.8,1,2,0.2537,1,0
14492,0.6818,22,168,2012-09-01,0,0,0.62,9,146,3,0.74,1,6,0.1045,0,1
15986,0.3333,58,297,2012-11-03,0,18,0.46,11,239,4,0.36,2,6,0.2836,0,1
13725,0.6061,3,21,2012-07-31,0,1,0.83,7,18,3,0.66,1,2,0.1343,1,1
6946,0.4091,16,96,2011-10-22,0,0,0.62,10,80,4,0.4,1,6,0.194,0,0
9885,0.3333,7,154,2012-02-21,0,21,0.61,2,147,1,0.34,1,2,0.1642,1,1
11047,0.4545,49,181,2012-04-10,0,10,0.47,4,132,2,0.46,1,2,0.1642,1,1
4115,0.6515,27,112,2011-06-25,0,8,0.48,6,85,3,0.7,1,6,0.2537,0,0
9573,0.2576,3,161,2012-02-08,0,19,0.87,2,158,1,0.24,3,3,0.1045,1,1
15411,0.3939,5,362,2012-10-09,0,7,0.83,10,357,4,0.38,1,2,0.2537,1,1
8307,0.2273,7,157,2011-12-17,0,18,0.48,12,150,4,0.26,1,6,0.3881,0,0
9285,0.4091,20,383,2012-01-27,0,18,0.5,1,363,1,0.4,1,5,0.4925,1,1
14658,0.6667,52,299,2012-09-07,0,22,0.74,9,247,3,0.7,1,5,0.2239,1,1
7151,0.4091,113,345,2011-10-30,0,13,0.43,10,232,4,0.4,1,0,0.2239,0,0
8506,0.3182,2,7,2011-12-26,1,2,0.46,12,5,1,0.34,1,1,0.2239,0,0
13222,0.6667,1,16,2012-07-10,0,2,0.74,7,15,3,0.7,1,2,0.1343,1,1
10586,0.4697,0,6,2012-03-22,0,4,1,3,6,2,0.48,2,4,0.0896,1,1
3230,0.5152,53,164,2011-05-19,0,11,0.88,5,111,2,0.54,3,4,0.1642,1,0
11471,0.3182,3,26,2012-04-28,0,3,0.49,4,23,2,0.34,1,6,0.2239,0,1
9618,0.3182,28,268,2012-02-10,0,16,0.42,2,240,1,0.34,2,5,0.2537,1,1
5940,0.5455,32,116,2011-09-10,0,0,0.94,9,84,3,0.62,1,6,0,0,0
13133,0.7273,55,304,2012-07-06,0,9,0.36,7,249,3,0.82,1,5,0.1343,1,1
7324,0.4242,39,185,2011-11-06,0,18,0.71,11,146,4,0.42,1,0,0.1045,0,0
10938,0.4242,25,234,2012-04-05,0,21,0.47,4,209,2,0.42,1,4,0.194,1,1
8757,0.3333,19,197,2012-01-05,0,16,0.34,1,178,1,0.36,1,4,0.2836,1,1
7031,0.5303,37,198,2011-10-25,0,13,0.37,10,161,4,0.56,1,2,0.3881,1,0
13509,0.5455,31,130,2012-07-22,0,1,0.88,7,99,3,0.6,2,0,0.1642,0,1
4956,0.7576,49,174,2011-07-30,0,9,0.46,7,125,3,0.82,1,6,0.2985,0,0
11745,0.6212,50,266,2012-05-09,0,13,0.53,5,216,2,0.64,2,3,0.2537,1,1
11524,0.4091,17,596,2012-04-30,0,8,0.43,4,579,2,0.4,1,1,0.194,1,1
13615,0.803,69,212,2012-07-26,0,11,0.66,7,143,3,0.8,1,4,0.2239,1,1
12068,0.5909,19,47,2012-05-23,0,0,0.78,5,28,2,0.62,1,3,0.1343,1,1
16722,0.5,39,312,2012-12-04,0,12,0.68,12,273,4,0.52,1,2,0.194,1,1
6653,0.6212,186,414,2011-10-09,0,18,0.5,10,228,4,0.64,1,0,0.1045,0,0
3538,0.6667,19,284,2011-06-01,0,7,0.79,6,265,2,0.7,2,3,0.1642,1,0
15471,0.4394,81,743,2012-10-11,0,19,0.51,10,662,4,0.44,1,4,0.1343,1,1
14814,0.6364,75,246,2012-09-14,0,10,0.65,9,171,3,0.68,2,5,0,1,1
2616,0.5303,32,135,2011-04-23,0,21,0.83,4,103,2,0.56,2,6,0.2836,0,0
5237,0.6212,3,11,2011-08-11,0,2,0.54,8,8,3,0.66,1,4,0.1343,1,0
2088,0.3182,2,77,2011-04-01,0,20,0.53,4,75,2,0.32,1,5,0.194,1,0
15802,0.5909,71,285,2012-10-25,0,14,0.73,10,214,4,0.6,1,4,0.1343,1,1
12576,0.5606,1,10,2012-06-13,0,4,0.83,6,9,2,0.6,1,3,0.1343,1,1
12176,0.697,301,570,2012-05-27,0,12,0.66,5,269,2,0.74,1,0,0.2537,0,1
9456,0.3485,8,134,2012-02-03,0,21,0.49,2,126,1,0.34,1,5,0.1045,1,1
7436,0.2727,38,200,2011-11-11,1,10,0.42,11,162,4,0.32,1,5,0.5522,0,0
9663,0.1212,10,138,2012-02-12,0,13,0.4,2,128,1,0.16,1,0,0.4478,0,1
8281,0.303,12,224,2011-12-16,0,16,0.45,12,212,4,0.32,2,5,0.2239,1,0
3264,0.5303,40,195,2011-05-20,0,21,0.64,5,155,2,0.56,1,5,0.1045,1,0
321,0.2424,0,68,2011-01-14,0,20,0.59,1,68,1,0.18,1,5,0,1,0
9576,0.2424,3,98,2012-02-08,0,22,0.87,2,95,1,0.24,2,3,0.1343,1,1
2600,0.3636,1,7,2011-04-23,0,5,1,4,6,2,0.34,3,6,0,0,0
15997,0.2727,0,5,2012-11-04,0,5,0.65,11,5,4,0.26,1,0,0.1045,0,1
17261,0.197,0,5,2012-12-27,0,1,0.93,12,5,1,0.24,3,4,0.4478,1,1
13656,0.6667,1,11,2012-07-28,0,4,0.79,7,10,3,0.7,1,6,0.194,0,1
2990,0.6212,26,125,2011-05-09,0,11,0.46,5,99,2,0.6,1,1,0.2239,1,0
11128,0.4848,44,286,2012-04-13,0,20,0.29,4,242,2,0.5,1,5,0.1343,1,1
13506,0.5455,40,180,2012-07-21,0,22,0.88,7,140,3,0.6,2,6,0.1045,0,1
1290,0.2727,9,68,2011-02-26,0,21,0.65,2,59,1,0.28,1,6,0.2537,0,0
4296,0.6667,95,232,2011-07-02,0,21,0.48,7,137,3,0.74,1,6,0.194,0,0
16599,0.2879,13,299,2012-11-29,0,9,0.6,11,286,4,0.24,1,4,0,1,1
1163,0.3636,1,3,2011-02-21,1,5,0.36,2,2,1,0.34,2,1,0,0,0
4343,0.697,195,386,2011-07-04,1,20,0.55,7,191,3,0.76,2,1,0.1045,0,0
12926,0.697,85,804,2012-06-27,0,18,0.27,6,719,3,0.8,1,3,0.3284,1,1
13891,0.697,16,113,2012-08-06,0,23,0.74,8,97,3,0.72,1,1,0.194,1,1
6763,0.5303,23,209,2011-10-14,0,8,0.9,10,186,4,0.56,2,5,0.1642,1,0
16117,0.2727,5,131,2012-11-09,0,6,0.65,11,126,4,0.26,1,5,0.1045,1,1
3493,0.7576,116,269,2011-05-30,1,10,0.55,5,153,2,0.8,1,1,0.2537,0,0
4232,0.5455,1,25,2011-06-30,0,5,0.64,6,24,3,0.58,1,4,0.2537,1,0
16675,0.4091,84,431,2012-12-02,0,13,0.71,12,347,4,0.4,1,0,0.2239,0,1
15388,0.3485,23,397,2012-10-08,1,8,0.71,10,374,4,0.36,2,1,0.2239,0,1
2094,0.2424,1,21,2011-04-02,0,2,0.75,4,20,2,0.24,1,6,0.1343,0,0
989,0.4091,15,47,2011-02-13,0,20,0.35,2,32,1,0.4,1,0,0.3284,0,0
8234,0.3636,19,396,2011-12-14,0,17,0.57,12,377,4,0.36,2,3,0.1045,1,0
2984,0.4242,0,23,2011-05-09,0,5,0.77,5,23,2,0.42,1,1,0.1642,1,0
5769,0.6212,67,287,2011-09-02,0,19,0.69,9,220,3,0.66,1,5,0.1343,1,0
5301,0.6667,123,292,2011-08-13,0,18,0.74,8,169,3,0.7,1,6,0.2239,0,0
8827,0.4091,75,328,2012-01-08,0,14,0.4,1,253,1,0.4,1,0,0.194,0,1
10993,0.4091,0,7,2012-04-08,0,4,0.4,4,7,2,0.4,1,0,0,0,1
7815,0.3485,0,5,2011-11-27,0,5,0.87,11,5,4,0.36,1,0,0.194,0,0
6189,0.5303,4,30,2011-09-20,0,10,0.88,9,26,3,0.56,3,2,0.1642,1,0
16194,0.5,112,367,2012-11-12,1,11,0.72,11,255,4,0.52,1,1,0.1642,0,1
777,0.2424,1,103,2011-02-04,0,19,0.65,2,102,1,0.24,2,5,0.1343,1,0
5911,0.5152,1,52,2011-09-08,0,19,1,9,51,3,0.62,3,4,0.3284,1,0
2282,0.3485,21,87,2011-04-09,0,22,0.93,4,66,2,0.36,2,6,0.1343,0,0
5823,0.6364,19,54,2011-09-05,1,1,0.79,9,35,3,0.68,2,1,0.1045,0,0
17019,0.3788,14,106,2012-12-16,0,21,0.93,12,92,4,0.36,2,0,0,0,1
14785,0.5,3,57,2012-09-13,0,5,0.83,9,54,3,0.52,1,4,0,1,1
16235,0.2273,0,6,2012-11-14,0,4,0.69,11,6,4,0.22,1,3,0.194,1,1
13603,0.6364,52,239,2012-07-25,0,23,0.57,7,187,3,0.68,1,3,0.2985,1,1
2605,0.4242,36,129,2011-04-23,0,10,0.88,4,93,2,0.42,2,6,0.2239,0,0
2820,0.4848,41,172,2011-05-02,0,9,0.77,5,131,2,0.5,2,1,0.2836,1,0
10519,0.4848,55,331,2012-03-19,0,9,0.72,3,276,1,0.5,1,1,0.1642,1,1
14652,0.7576,75,470,2012-09-07,0,16,0.55,9,395,3,0.8,1,5,0.2836,1,1
14846,0.6212,232,614,2012-09-15,0,18,0.36,9,382,3,0.64,2,6,0.2836,0,1
1010,0.4545,25,243,2011-02-14,0,17,0.33,2,218,1,0.46,1,1,0.6119,1,0
15200,0.6212,206,680,2012-09-30,0,12,0.41,9,474,4,0.62,1,0,0.2985,0,1
7163,0.303,5,13,2011-10-31,0,1,0.81,10,8,4,0.26,1,1,0,1,0
5543,0.6212,54,260,2011-08-23,0,20,0.53,8,206,3,0.64,1,2,0.2537,1,0
6273,0.5152,31,157,2011-09-23,0,22,0.94,9,126,4,0.6,1,5,0.1642,1,0
10212,0.303,16,164,2012-03-06,0,13,0.39,3,148,1,0.3,1,2,0.1343,1,1
13748,0.6364,3,47,2012-08-01,0,0,0.79,8,44,3,0.68,1,3,0.1642,1,1
4126,0.6667,121,375,2011-06-25,0,19,0.48,6,254,3,0.72,1,6,0.2836,0,0
6461,0.3939,23,140,2011-10-01,0,18,0.87,10,117,4,0.38,3,6,0.2239,0,0
8381,0.3788,3,147,2011-12-20,0,20,0.66,12,144,4,0.36,1,2,0,1,0
9357,0.3333,11,410,2012-01-30,0,18,0.23,1,399,1,0.34,1,1,0.1642,1,1
1044,0.197,0,5,2011-02-16,0,5,0.47,2,5,1,0.2,1,3,0.194,1,0
13302,0.6667,78,268,2012-07-13,0,10,0.48,7,190,3,0.74,2,5,0,1,1
3973,0.6515,86,244,2011-06-19,0,10,0.61,6,158,2,0.7,2,0,0.1045,0,0
13717,0.697,62,827,2012-07-30,0,17,0.55,7,765,3,0.76,1,1,0.3284,1,1
2153,0.6364,47,139,2011-04-04,0,13,0.34,4,92,2,0.68,1,1,0.3284,1,0
9008,0.1515,2,8,2012-01-16,1,4,0.58,1,6,1,0.12,1,1,0.1045,0,1
12877,0.6818,76,833,2012-06-25,0,17,0.24,6,757,3,0.8,1,1,0.4627,1,1
4828,0.7424,4,12,2011-07-25,0,1,0.75,7,8,3,0.76,2,1,0.0896,1,0
14506,0.7879,240,514,2012-09-01,0,14,0.44,9,274,3,0.86,2,6,0.1642,0,1
5570,0.6364,16,70,2011-08-24,0,23,0.69,8,54,3,0.68,1,3,0.2985,1,0
34,0.3485,7,53,2011-01-02,0,10,0.81,1,46,1,0.36,2,0,0.2239,0,0
16097,0.303,13,161,2012-11-08,0,10,0.31,11,148,4,0.32,1,4,0.3284,1,1
5022,0.6212,0,5,2011-08-02,0,3,0.74,8,5,3,0.66,1,2,0.194,1,0
11493,0.3485,5,42,2012-04-29,0,1,0.81,4,37,2,0.36,2,0,0.1343,0,1
14194,0.6061,41,149,2012-08-19,0,14,0.73,8,108,3,0.64,3,0,0,0,1
14436,0.6667,104,493,2012-08-29,0,16,0.37,8,389,3,0.76,1,3,0.1343,1,1
7918,0.4091,17,154,2011-12-01,0,13,0.4,12,137,4,0.4,1,4,0.2239,1,0
5263,0.6212,0,5,2011-08-12,0,4,0.53,8,5,3,0.62,1,5,0.1343,1,0
17058,0.4697,49,313,2012-12-18,0,12,0.48,12,264,4,0.48,3,2,0.2537,1,1
13330,0.7576,269,632,2012-07-14,0,14,0.55,7,363,3,0.8,1,6,0.1045,0,1
13422,0.8485,39,138,2012-07-18,0,10,0.42,7,99,3,0.9,1,3,0.194,1,1
10956,0.4848,218,537,2012-04-06,0,15,0.27,4,319,2,0.5,1,5,0.2836,1,1
2057,0.303,13,68,2011-03-31,0,13,0.87,3,55,2,0.3,3,4,0.1343,1,0
1316,0.3636,5,30,2011-02-28,0,0,0.66,2,25,1,0.36,2,1,0.1045,1,0
14212,0.5909,37,655,2012-08-20,0,8,0.73,8,618,3,0.62,2,1,0.1045,1,1
12816,0.5758,6,19,2012-06-23,0,4,0.83,6,13,3,0.64,2,6,0.1642,0,1
6683,0.5152,14,30,2011-10-11,0,0,0.88,10,16,4,0.54,2,2,0,1,0
9679,0.1212,0,17,2012-02-13,0,5,0.58,2,17,1,0.1,1,1,0.1343,1,1
2310,0.4545,7,9,2011-04-11,0,2,0.94,4,2,2,0.46,1,1,0.2836,1,0
15390,0.3939,69,298,2012-10-08,1,10,0.68,10,229,4,0.38,2,1,0.1343,0,1
1507,0.2576,5,7,2011-03-08,0,3,0.52,3,2,1,0.24,1,2,0.0896,1,0
15768,0.4848,1,6,2012-10-24,0,4,0.77,10,5,4,0.5,1,3,0.0896,1,1
2892,0.4545,20,184,2011-05-05,0,9,0.44,5,164,2,0.46,1,4,0.2836,1,0
6282,0.5303,12,46,2011-09-24,0,7,0.88,9,34,4,0.56,2,6,0.1045,0,0
11787,0.4242,6,351,2012-05-11,0,7,0.5,5,345,2,0.42,1,5,0.2537,1,1
7353,0.3636,1,48,2011-11-07,0,23,0.87,11,47,4,0.36,1,1,0.0896,1,0
12664,0.6212,123,352,2012-06-16,0,20,0.47,6,229,2,0.66,2,6,0.194,0,1
4458,0.7273,182,402,2011-07-09,0,15,0.34,7,220,3,0.84,1,6,0.0896,0,0
14324,0.6515,21,135,2012-08-25,0,0,0.61,8,114,3,0.7,2,6,0,0,1
5732,0.5758,2,105,2011-09-01,0,6,0.78,9,103,3,0.6,1,4,0,1,0
10879,0.4394,77,219,2012-04-03,0,10,0.33,4,142,2,0.44,1,2,0,1,1
4079,0.6667,75,352,2011-06-23,0,20,0.74,6,277,3,0.7,1,4,0.2239,1,0
10594,0.5152,48,272,2012-03-22,0,12,0.88,3,224,2,0.54,2,4,0.194,1,1
13787,0.7424,68,270,2012-08-02,0,15,0.62,8,202,3,0.78,1,4,0.4627,1,1
7651,0.4394,29,138,2011-11-20,0,9,0.72,11,109,4,0.44,1,0,0.1642,0,0
6342,0.6061,36,383,2011-09-26,0,19,0.82,9,347,4,0.66,1,1,0.0896,1,0
9578,0.2424,3,26,2012-02-09,0,0,0.87,2,23,1,0.24,2,4,0.1642,1,1
9045,0.4545,12,463,2012-01-17,0,18,0.63,1,451,1,0.46,1,2,0.4478,1,1
8370,0.3788,14,259,2011-12-20,0,9,0.66,12,245,4,0.36,2,2,0,1,0
7735,0.3182,0,66,2011-11-23,0,21,0.57,11,66,4,0.36,1,3,0.4627,1,0
5293,0.697,97,260,2011-08-13,0,10,0.74,8,163,3,0.72,2,6,0.2239,0,0
15068,0.4545,8,64,2012-09-25,0,0,0.67,9,56,4,0.46,1,2,0.1642,1,1
7980,0.3182,7,41,2011-12-04,0,3,0.75,12,34,4,0.28,1,0,0,0,0
10070,0.4091,3,90,2012-02-29,0,15,0.82,2,87,1,0.4,2,3,0.2836,1,1
2161,0.6364,19,95,2011-04-04,0,21,0.3,4,76,2,0.7,2,1,0.4478,1,0
10687,0.4545,37,282,2012-03-26,0,9,0.47,3,245,2,0.46,1,1,0.2836,1,1
10611,0.4848,5,34,2012-03-23,0,5,0.94,3,29,2,0.5,2,5,0,1,1
1706,0.4394,37,253,2011-03-16,0,17,0.54,3,216,1,0.44,2,3,0.2985,1,0
6578,0.5455,62,219,2011-10-06,0,15,0.46,10,157,4,0.58,1,4,0.1343,1,0
14732,0.5,5,32,2012-09-11,0,0,0.59,9,27,3,0.52,1,2,0.1045,1,1
4028,0.7576,65,572,2011-06-21,0,17,0.66,6,507,3,0.78,1,2,0.2239,1,0
3277,0.6061,122,323,2011-05-21,0,10,0.61,5,201,2,0.62,1,6,0.1045,0,0
15815,0.5,5,13,2012-10-26,0,3,0.88,10,8,4,0.52,2,5,0.1642,1,1
16580,0.3333,21,214,2012-11-28,0,13,0.42,11,193,4,0.34,1,3,0.194,1,1
1986,0.303,15,80,2011-03-28,0,14,0.22,3,65,2,0.32,1,1,0.2239,1,0
15811,0.5152,13,135,2012-10-25,0,23,0.83,10,122,4,0.54,2,4,0.1343,1,1
12457,0.4848,1,29,2012-06-08,0,5,0.72,6,28,2,0.5,1,5,0.1045,1,1
2140,0.4091,1,6,2011-04-04,0,0,0.5,4,5,2,0.4,1,1,0.2239,1,0
11948,0.5,13,70,2012-05-18,0,0,0.59,5,57,2,0.52,1,5,0.1045,1,1
3142,0.5303,78,231,2011-05-15,0,19,0.83,5,153,2,0.56,1,0,0.1045,0,0
596,0.2121,0,9,2011-01-28,0,0,0.75,1,9,1,0.2,2,5,0.1343,1,0
14781,0.5152,6,28,2012-09-13,0,1,0.77,9,22,3,0.54,1,4,0.0896,1,1
3217,0.5,14,117,2011-05-18,0,22,0.83,5,103,2,0.52,1,3,0,1,0
3143,0.5152,53,191,2011-05-15,0,20,0.88,5,138,2,0.54,1,0,0,0,0
14452,0.6212,53,754,2012-08-30,0,8,0.65,8,701,3,0.66,1,4,0,1,1
1145,0.303,72,161,2011-02-20,0,11,0.33,2,89,1,0.3,2,0,0.1642,0,0
16033,0.3182,34,638,2012-11-05,0,17,0.46,11,604,4,0.34,1,1,0.2239,1,1
6538,0.4697,6,66,2011-10-04,0,23,0.77,10,60,4,0.48,1,2,0.1343,1,0
6491,0.3485,3,16,2011-10-03,0,0,0.87,10,13,4,0.34,1,1,0.1045,1,0
3919,0.5152,1,6,2011-06-17,0,4,0.94,6,5,2,0.54,1,5,0.1343,1,0
5432,0.5758,1,17,2011-08-19,0,5,0.83,8,16,3,0.64,1,5,0,1,0
10052,0.4091,2,204,2012-02-28,0,20,0.3,2,202,1,0.4,1,2,0.1343,1,1
9172,0.2121,0,4,2012-01-23,0,1,0.86,1,4,1,0.18,2,1,0.1045,1,1
1609,0.3182,51,158,2011-03-12,0,12,0.53,3,107,1,0.34,1,6,0.2836,0,0
2252,0.303,2,60,2011-04-08,0,16,0.93,4,58,2,0.32,2,5,0.2537,1,0
8988,0.1212,2,36,2012-01-15,0,8,0.54,1,34,1,0.12,1,0,0.2239,0,1
6574,0.5152,29,144,2011-10-06,0,11,0.49,10,115,4,0.54,1,4,0,1,0
13825,0.6667,1,17,2012-08-04,0,5,0.84,8,16,3,0.7,1,6,0.2239,0,1
10779,0.3333,0,26,2012-03-30,0,5,0.61,3,26,2,0.32,1,5,0.0896,1,1
16662,0.3182,9,117,2012-12-02,0,0,0.87,12,108,4,0.3,2,0,0.0896,0,1
8423,0.4545,23,159,2011-12-22,0,14,0.63,12,136,1,0.46,2,4,0,1,0
11252,0.4242,5,25,2012-04-19,0,0,0.77,4,20,2,0.42,3,4,0,1,1
4113,0.6212,12,29,2011-06-25,0,6,0.57,6,17,3,0.64,1,6,0.2239,0,0
3523,0.8333,44,249,2011-05-31,0,16,0.39,5,205,2,0.9,1,2,0.1343,1,0
6849,0.4848,16,104,2011-10-17,0,22,0.77,10,88,4,0.5,1,1,0,1,0
7485,0.4545,108,295,2011-11-13,0,11,0.4,11,187,4,0.46,1,0,0.4179,0,0
13503,0.5455,67,238,2012-07-21,0,19,0.88,7,171,3,0.6,2,6,0.1642,0,1
8683,0.2727,10,151,2012-01-02,1,14,0.36,1,141,1,0.3,1,1,0.4179,0,1
7877,0.3939,8,184,2011-11-29,0,20,0.87,11,176,4,0.38,2,2,0.2537,1,0
9568,0.303,8,108,2012-02-08,0,14,0.56,2,100,1,0.3,2,3,0.1642,1,1
1365,0.2121,3,4,2011-03-02,0,3,0.69,3,1,1,0.22,1,3,0.2836,1,0
15046,0.4545,0,8,2012-09-24,0,2,0.63,9,8,4,0.46,2,1,0.1343,1,1
10595,0.5455,83,298,2012-03-22,0,13,0.78,3,215,2,0.58,1,4,0.0896,1,1
1919,0.2879,23,225,2011-03-25,0,17,0.36,3,202,2,0.32,2,5,0.3582,1,0
7013,0.4697,25,237,2011-10-24,0,19,0.82,10,212,4,0.48,3,1,0,1,0
3674,0.6061,5,60,2011-06-06,0,23,0.69,6,55,2,0.64,1,1,0.0896,1,0
10081,0.4545,0,6,2012-03-01,0,2,0.94,3,6,1,0.46,2,4,0.2836,1,1
4819,0.8485,62,249,2011-07-24,0,16,0.42,7,187,3,0.9,1,0,0.2537,0,0
10550,0.6061,99,431,2012-03-20,0,16,0.66,3,332,1,0.62,1,2,0.2239,1,1
1364,0.2273,0,2,2011-03-02,0,2,0.69,3,2,1,0.22,1,3,0.194,1,0
6269,0.5,14,234,2011-09-23,0,18,1,9,220,4,0.6,1,5,0,1,0
14649,0.7727,71,354,2012-09-07,0,13,0.59,9,283,3,0.8,1,5,0.2537,1,1
16764,0.2121,2,124,2012-12-06,0,6,0.55,12,122,4,0.22,1,4,0.2985,1,1
10091,0.5303,16,220,2012-03-01,0,12,0.37,3,204,1,0.56,1,4,0.2239,1,1
2149,0.4848,24,158,2011-04-04,0,9,0.51,4,134,2,0.5,2,1,0.3881,1,0
5219,0.6667,38,399,2011-08-10,0,8,0.51,8,361,3,0.74,1,3,0.194,1,0
14902,0.5152,0,4,2012-09-18,0,2,0.94,9,4,3,0.6,3,2,0.194,1,1
14331,0.5909,14,102,2012-08-25,0,7,0.78,8,88,3,0.64,2,6,0.194,0,1
5739,0.6667,50,219,2011-09-01,0,13,0.48,9,169,3,0.72,2,4,0.0896,1,0
9824,0.2121,0,5,2012-02-19,0,6,0.52,2,5,1,0.24,1,0,0.3284,0,1
1948,0.2727,17,63,2011-03-26,0,22,0.41,3,46,2,0.28,2,6,0.2239,0,0
8203,0.303,3,102,2011-12-13,0,10,0.52,12,99,4,0.3,1,2,0.1642,1,0
3931,0.6818,69,355,2011-06-17,0,16,0.45,6,286,2,0.76,1,5,0.1642,1,0
11616,0.5303,0,4,2012-05-04,0,4,0.88,5,4,2,0.56,1,5,0.194,1,1
802,0.2879,5,69,2011-02-05,0,20,0.87,2,64,1,0.3,1,6,0.2537,0,0
10988,0.4545,32,118,2012-04-07,0,23,0.23,4,86,2,0.46,1,6,0.2239,0,1
4885,0.6818,32,114,2011-07-27,0,10,0.33,7,82,3,0.78,1,3,0,1,0
1329,0.4242,0,35,2011-02-28,0,15,1,2,35,1,0.42,3,1,0.2985,1,0
12219,0.6061,19,450,2012-05-29,0,7,0.78,5,431,2,0.66,1,2,0.2239,1,1
6034,0.5909,15,74,2011-09-13,0,23,0.78,9,59,3,0.64,1,2,0.1045,1,0
1118,0.3939,6,22,2011-02-19,0,7,0.17,2,16,1,0.38,1,6,0.5224,0,0
10847,0.4242,0,5,2012-04-02,0,1,0.88,4,5,2,0.42,3,1,0.0896,1,1
13905,0.7424,68,253,2012-08-07,0,13,0.52,8,185,3,0.8,2,2,0.194,1,1
7377,0.3788,3,48,2011-11-08,0,23,0.81,11,45,4,0.36,1,2,0,1,0
16614,0.2576,4,52,2012-11-30,0,0,0.7,11,48,4,0.26,1,5,0.1642,1,1
5170,0.6818,18,267,2011-08-08,0,7,0.62,8,249,3,0.72,1,1,0.2985,1,0
9894,0.3182,5,90,2012-02-22,0,6,0.76,2,85,1,0.32,1,3,0.1642,1,1
8688,0.2273,4,93,2012-01-02,1,19,0.38,1,89,1,0.24,1,1,0.2239,0,1
14811,0.5303,17,454,2012-09-14,0,7,0.88,9,437,3,0.56,2,5,0,1,1
8226,0.3333,9,239,2011-12-14,0,9,0.61,12,230,4,0.3,2,3,0,1,0
6290,0.6212,168,452,2011-09-24,0,15,0.74,9,284,4,0.66,2,6,0.1343,0,0
881,0.0758,0,2,2011-02-09,0,3,0.45,2,2,1,0.06,1,3,0.1343,1,0
14374,0.5606,0,8,2012-08-27,0,2,0.88,8,8,3,0.62,1,1,0.1343,1,1
3022,0.6212,69,434,2011-05-10,0,19,0.43,5,365,2,0.6,1,2,0.2239,1,0
5117,0.6061,14,53,2011-08-06,0,2,0.78,8,39,3,0.66,1,6,0.2239,0,0
7751,0.4697,84,175,2011-11-24,1,13,0.33,11,91,4,0.48,1,4,0.2239,0,0
1573,0.3485,1,27,2011-03-10,0,23,0,3,26,1,0.34,3,4,0.0896,1,0
15333,0.5303,25,141,2012-10-06,0,1,0.83,10,116,4,0.56,1,6,0.2537,0,1
8876,0.4242,15,240,2012-01-10,0,16,0.38,1,225,1,0.42,1,2,0.3582,1,1
3965,0.6364,13,72,2011-06-19,0,2,0.74,6,59,2,0.68,1,0,0.0896,0,0
1309,0.4242,66,187,2011-02-27,0,17,0.54,2,121,1,0.42,1,0,0.194,0,0
1697,0.3182,26,253,2011-03-16,0,8,0.93,3,227,1,0.32,2,3,0,1,0
5278,0.6667,101,385,2011-08-12,0,19,0.42,8,284,3,0.74,1,5,0.2239,1,0
16383,0.3333,16,665,2012-11-20,0,8,0.71,11,649,4,0.34,1,2,0.1343,1,1
